담당자명,거래처명,품목명,RX 총Net매출(VAT제외)
김관태,고려정성가정의학과의원,로수젯정10/2.5밀리그램,573490.9090909091
김관태,태전성모내과의원,로수젯정10/2.5밀리그램,551643.6363636364
김관태,푸른가정의원,로수젯정10/2.5밀리그램,20481.81818181818
김두훈,강내과의원,로수젯정10/5밀리그램,1079198.3727272728
김두훈,늘푸른의원,로수젯정10/5밀리그램,654095.4545454546
김두훈,연세의원,로수젯정10/5밀리그램,175903.63636363635
김두훈,다산바른내과의원,로수젯정10/5밀리그램,1818163.6363636365
김두훈,연세사랑소아청소년과의원,로수젯정10/5밀리그램,22172.727272727272
김두훈,연세제일내과의원,로수젯정10/5밀리그램,22172.727272727272
김두훈,전소아청소년과의원,로수젯정10/5밀리그램,88690.90909090909
김두훈,박종서내과의원,로수젯정10/5밀리그램,22172.727272727272
김두훈,현대정형외과의원,로수젯정10/5밀리그램,2180318.1818181816
김두훈,김마취통증의학과의원,로수젯정10/5밀리그램,332590.90909090906
김두훈,다산길내과의원,로수젯정10/5밀리그램,66518.18181818181
김두훈,한양성모의원,로수젯정10/5밀리그램,44345.45454545455
김두훈,지혜내과의원,로수젯정10/5밀리그램,4434.545454545455
김두훈,건강드림내과의원,로수젯정10/5밀리그램,396891.8181818182
김두훈,김내과의원,로수젯정10/5밀리그램,1464139.0909090908
김두훈,세브란스가정의학과의원,로수젯정10/5밀리그램,110863.63636363635
김두훈,도심의원,로수젯정10/5밀리그램,44345.45454545455
김두훈,화도연합내과의원,로수젯정10/5밀리그램,22172.727272727272
김두훈,삼성성인내과의원,로수젯정10/5밀리그램,1671084.5454545454
김두훈,박용식신경과의원,로수젯정10/5밀리그램,280854.5454545454
김두훈,성모의원,로수젯정10/5밀리그램,402804.5454545455
김두훈,서울아산내과,로수젯정10/5밀리그램,133036.36363636365
김두훈,현대아산내과의원,로수젯정10/5밀리그램,696223.6363636364
김두훈,오성주내과의원,로수젯정10/5밀리그램,288245.45454545453
김두훈,김승현이비인후과의원(방문),로수젯정10/5밀리그램,44345.45454545455
김두훈,한양성모의원,로수젯정10/20밀리그램,625636.3636363636
김두훈,지혜내과의원,로수젯정10/20밀리그램,31281.81818181818
김두훈,현대아산내과의원,로수젯정10/20밀리그램,93845.45454545454
김두훈,연세의원,로수젯정10/20밀리그램,251297.2727272727
김두훈,연세의원,로수젯정10/10밀리그램,1131831.818181818
김두훈,삼성성인내과의원,로수젯정10/10밀리그램,3697317.272727273
김두훈,박용식신경과의원,로수젯정10/10밀리그램,93027.27272727272
김두훈,현대정형외과의원,로수젯정10/10밀리그램,744218.1818181818
김두훈,지혜내과의원,로수젯정10/10밀리그램,31009.090909090908
김두훈,서울아산내과,로수젯정10/10밀리그램,93027.27272727272
김두훈,화도연합내과의원,로수젯정10/10밀리그램,62018.181818181816
김두훈,오성주내과의원,로수젯정10/10밀리그램,279081.8181818182
김두훈,강내과의원,로수젯정10/10밀리그램,209900.5363636364
김두훈,도심의원,로수젯정10/10밀리그램,31009.090909090908
김두훈,세브란스가정의학과의원,로수젯정10/10밀리그램,62018.181818181816
김두훈,연세제일내과의원,로수젯정10/10밀리그램,93027.27272727272
김두훈,늘푸른의원,로수젯정10/10밀리그램,697704.5454545455
김두훈,현대아산내과의원,로수젯정10/10밀리그램,593307.2727272727
김두훈,한양성모의원,로수젯정10/10밀리그램,1152504.5454545454
김두훈,김내과의원,로수젯정10/10밀리그램,155045.45454545453
김두훈,다산바른내과의원,로수젯정10/10밀리그램,1581463.6363636365
김두훈,건강드림내과의원,로수젯정10/10밀리그램,93027.27272727272
김두훈,연세사랑소아청소년과의원,로수젯정10/10밀리그램,31009.090909090908
김두훈,이영건정형외과의원,로수젯정10/10밀리그램,0.0
김두훈,건강드림내과의원,로수젯정10/2.5밀리그램,168633.63636363635
김두훈,지혜내과의원,로수젯정10/2.5밀리그램,20481.81818181818
김두훈,성모의원,로수젯정10/2.5밀리그램,163854.54545454544
김두훈,박용식신경과의원,로수젯정10/2.5밀리그램,608310.0
김두훈,늘푸른의원,로수젯정10/2.5밀리그램,372086.3636363636
김두훈,연세사랑소아청소년과의원,로수젯정10/2.5밀리그램,81927.27272727272
김두훈,현대아산내과의원,로수젯정10/2.5밀리그램,639715.4545454546
김두훈,다산길내과의원,로수젯정10/2.5밀리그램,81927.27272727272
김두훈,서울아산내과,로수젯정10/2.5밀리그램,409636.3636363636
김두훈,삼성성인내과의원,로수젯정10/2.5밀리그램,655418.1818181818
김병민,365잘봄내과의원,로수젯정10/5밀리그램,22172.727272727272
김병민,아빠미소소아청소년과의원,로수젯정10/5밀리그램,0.0
김병민,늘푸른의원,로수젯정10/5밀리그램,1005163.6363636364
김병민,미래이비인후과의원,로수젯정10/5밀리그램,22172.727272727272
김병민,세인가정의학과 의원,로수젯정10/5밀리그램,96081.81818181818
김병민,유내과의원,로수젯정10/5밀리그램,608925.1745454546
김병민,세실내과의원,로수젯정10/5밀리그램,543231.8181818181
김병민,연세365소아청소년과의원,로수젯정10/5밀리그램,243900.0
김병민,미사브레인신경과의원,로수젯정10/5밀리그램,88690.90909090909
김병민,한사랑의원,로수젯정10/5밀리그램,88690.90909090909
김병민,성심의원,로수젯정10/5밀리그램,22172.727272727272
김병민,인덕외과의원,로수젯정10/5밀리그램,44345.45454545455
김병민,이상화내과의원,로수젯정10/5밀리그램,2775286.363636364
김병민,하남드림소아청소년과의원,로수젯정10/5밀리그램,199554.54545454544
김병민,연세소아과의원,로수젯정10/5밀리그램,88690.90909090909
김병민,토마토미비뇨기과의원,로수젯정10/5밀리그램,0.0
김병민,미사 봄내과의원,로수젯정10/5밀리그램,44345.45454545455
김병민,미소준내과의원,로수젯정10/5밀리그램,641530.9090909091
김병민,민가정의원,로수젯정10/5밀리그램,221727.2727272727
김병민,미사위대항의원,로수젯정10/5밀리그램,2158145.4545454546
김병민,이내과의원,로수젯정10/5밀리그램,8765618.181818182
김병민,우리이비인후과의원,로수젯정10/5밀리그램,22172.727272727272
김병민,김계남내과의원,로수젯정10/5밀리그램,110863.63636363635
김병민,한빛가정의학과의원,로수젯정10/5밀리그램,44345.45454545455
김병민,아이온의원,로수젯정10/5밀리그램,426455.4545454546
김병민,삼성내과의원,로수젯정10/5밀리그램,0.0
김병민,이내과의원,로수젯정10/20밀리그램,125127.27272727272
김병민,미사위대항의원,로수젯정10/20밀리그램,0.0
김병민,세인가정의학과 의원,로수젯정10/20밀리그램,125127.27272727272
김병민,유내과의원,로수젯정10/20밀리그램,0.0
김병민,연세365소아청소년과의원,로수젯정10/20밀리그램,0.0
김병민,이내과의원,로수젯정10/10밀리그램,1271372.7272727273
김병민,한빛가정의학과의원,로수젯정10/10밀리그램,0.0
김병민,미사위대항의원,로수젯정10/10밀리그램,253240.9090909091
김병민,하남드림소아청소년과의원,로수젯정10/10밀리그램,0.0
김병민,미사 봄내과의원,로수젯정10/10밀리그램,217063.6363636364
김병민,이상화내과의원,로수젯정10/10밀리그램,1705500.0
김병민,민가정의원,로수젯정10/10밀리그램,62018.181818181816
김병민,연세소아과의원,로수젯정10/10밀리그램,0.0
김병민,세실내과의원,로수젯정10/10밀리그램,165381.81818181818
김병민,세인가정의학과 의원,로수젯정10/10밀리그램,0.0
김병민,연세365소아청소년과의원,로수젯정10/10밀리그램,0.0
김병민,미소준내과의원,로수젯정10/10밀리그램,62018.181818181816
김병민,늘푸른의원,로수젯정10/10밀리그램,62018.181818181816
김병민,삼성내과의원,로수젯정10/10밀리그램,0.0
김병민,인덕외과의원,로수젯정10/10밀리그램,0.0
김병민,유내과의원,로수젯정10/10밀리그램,129938.42727272728
김병민,연세내과의원,로수젯정10/10밀리그램,1281709.0909090908
김병민,아이온의원,로수젯정10/10밀리그램,31009.090909090908
김병민,미사위대항의원,로수젯정10/2.5밀리그램,1962840.9090909087
김병민,미사브레인신경과의원,로수젯정10/2.5밀리그램,40963.63636363636
김병민,미소준내과의원,로수젯정10/2.5밀리그램,0.0
김병민,늘푸른의원,로수젯정10/2.5밀리그램,0.0
김병민,하남드림소아청소년과의원,로수젯정10/2.5밀리그램,0.0
김병민,세실내과의원,로수젯정10/2.5밀리그램,0.0
김병민,삼성내과의원,로수젯정10/2.5밀리그램,293572.7272727273
김병민,한빛가정의학과의원,로수젯정10/2.5밀리그램,177509.0909090909
김서연,사랑의원,로수젯정10/5밀리그램,339981.8181818182
김서연,오포세란의원,로수젯정10/5밀리그램,909081.818181818
김서연,분당바른가정의학과의원,로수젯정10/5밀리그램,110863.63636363635
김서연,곤지암내과의원,로수젯정10/5밀리그램,177381.81818181818
김서연,WE(위)조은내과의원,로수젯정10/5밀리그램,243900.0
김서연,365드림의원,로수젯정10/5밀리그램,252030.0
김서연,곤지암성모의원,로수젯정10/5밀리그램,687354.5454545455
김서연,신현대마취과의원,로수젯정10/5밀리그램,66518.18181818181
김서연,정다운가정의학과의원,로수젯정10/5밀리그램,321504.5454545454
김서연,광주시민의원,로수젯정10/5밀리그램,155209.0909090909
김서연,능골성모의원,로수젯정10/5밀리그램,909081.818181818
김서연,광주시보건소,로수젯정10/5밀리그램,302524.69090909086
김서연,서울외과의원,로수젯정10/5밀리그램,1936418.1818181816
김서연,강남성모안과의원,로수젯정10/5밀리그램,22172.727272727272
김서연,소나무내과의원,로수젯정10/5밀리그램,978556.3636363636
김서연,유종길내과의원,로수젯정10/5밀리그램,177381.81818181818
김서연,한마음내과의원,로수젯정10/5밀리그램,1195849.0909090908
김서연,연세능골의원,로수젯정10/5밀리그램,184772.7272727273
김서연,오포성심의원,로수젯정10/5밀리그램,31041.81818181818
김서연,연세가정의원,로수젯정10/5밀리그램,236509.09090909088
김서연,사랑의원,로수젯정10/20밀리그램,62563.63636363636
김서연,곤지암내과의원,로수젯정10/20밀리그램,125127.27272727272
김서연,오포성심의원,로수젯정10/20밀리그램,31281.81818181818
김서연,곤지암성모의원,로수젯정10/20밀리그램,125127.27272727272
김서연,유종길내과의원,로수젯정10/20밀리그램,250254.54545454544
김서연,광주조은내과의원,로수젯정10/20밀리그램,125127.27272727272
김서연,능골성모의원,로수젯정10/10밀리그램,775227.2727272726
김서연,신현편안내과의원,로수젯정10/10밀리그램,93027.27272727272
김서연,더블유내과의원,로수젯정10/10밀리그램,186054.54545454544
김서연,태전박내과의원,로수젯정10/10밀리그램,0.0
김서연,오포의원,로수젯정10/10밀리그램,155045.45454545453
김서연,365드림의원,로수젯정10/10밀리그램,339032.7272727273
김서연,수레실삼성의원,로수젯정10/10밀리그램,31009.090909090908
김서연,사랑의원,로수젯정10/10밀리그램,31009.090909090908
김서연,WE(위)조은내과의원,로수젯정10/10밀리그램,155045.45454545453
김서연,곤지암내과의원,로수젯정10/10밀리그램,93027.27272727272
김서연,한마음내과의원,로수젯정10/10밀리그램,31009.090909090908
김서연,광주시보건소,로수젯정10/10밀리그램,47009.781818181815
김서연,우리내과의원,로수젯정10/10밀리그램,119901.81818181818
김서연,소나무내과의원,로수젯정10/10밀리그램,108531.81818181818
김서연,곤지암성모의원,로수젯정10/10밀리그램,914768.1818181818
김서연,신현대마취과의원,로수젯정10/10밀리그램,62018.181818181816
김서연,분당바른가정의학과의원,로수젯정10/10밀리그램,248072.7272727273
김서연,연세능골의원,로수젯정10/10밀리그램,124036.36363636365
김서연,유종길내과의원,로수젯정10/10밀리그램,124036.36363636365
김서연,정다운가정의학과의원,로수젯정10/10밀리그램,93027.27272727272
김서연,연세가정의원,로수젯정10/2.5밀리그램,238954.54545454544
김서연,능골성모의원,로수젯정10/2.5밀리그램,143372.7272727273
김서연,태전박내과의원,로수젯정10/2.5밀리그램,0.0
김서연,WE(위)조은내과의원,로수젯정10/2.5밀리그램,61445.45454545455
김서연,광주시보건소,로수젯정10/2.5밀리그램,25260.90909090909
김서연,정다운가정의학과의원,로수젯정10/2.5밀리그램,40963.63636363636
김서연,광주조은내과의원,로수젯정10/2.5밀리그램,40963.63636363636
김서연,오포세란의원,로수젯정10/2.5밀리그램,122890.90909090907
김승찬,비전의원,로수젯정10/5밀리그램,0.0
김승찬,이외과의원,로수젯정10/5밀리그램,0.0
김승찬,군문메디컬의원,로수젯정10/5밀리그램,66518.18181818181
김승찬,하나정신과의원,로수젯정10/5밀리그램,886909.0909090908
김승찬,성모사랑내과의원,로수젯정10/5밀리그램,260160.0
김승찬,사랑의의원,로수젯정10/5밀리그램,22172.727272727272
김승찬,복음내과,로수젯정10/5밀리그램,44345.45454545455
김승찬,건강한내과의원,로수젯정10/5밀리그램,88690.90909090909
김승찬,연세누리소아청소년과의원,로수젯정10/5밀리그램,44345.45454545455
김승찬,한사랑의원,로수젯정10/5밀리그램,66518.18181818181
김승찬,고은맘소아청소년과의원(방문),로수젯정10/5밀리그램,0.0
김승찬,김주호내과,로수젯정10/5밀리그램,254986.36363636365
김승찬,서정성세의원,로수젯정10/5밀리그램,133036.36363636365
김승찬,박샘소아청소년과의원,로수젯정10/5밀리그램,0.0
김승찬,비전조은내과의원,로수젯정10/5밀리그램,243900.0
김승찬,삼성드림소아청소년과의원,로수젯정10/5밀리그램,0.0
김승찬,이동석내과의원,로수젯정10/5밀리그램,144122.7272727273
김승찬,성모힐소아청소년과의원,로수젯정10/5밀리그램,66518.18181818181
김승찬,평송외과의원,로수젯정10/5밀리그램,22172.727272727272
김승찬,연세재활의학과의원,로수젯정10/5밀리그램,44345.45454545455
김승찬,한마음의원,로수젯정10/5밀리그램,0.0
김승찬,굿모닝내과의원,로수젯정10/5밀리그램,519580.90909090906
김승찬,평택연세내과의원,로수젯정10/5밀리그램,354763.6363636364
김승찬,서울탑내과의원,로수젯정10/5밀리그램,221727.2727272727
김승찬,서재서울이비인후과의원(방문),로수젯정10/5밀리그램,0.0
김승찬,으랏차정형외과의원,로수젯정10/5밀리그램,22172.727272727272
김승찬,평택시민의료소비자생활협동조합 시민의원,로수젯정10/5밀리그램,22172.727272727272
김승찬,평택중앙내과의원,로수젯정10/5밀리그램,44345.45454545455
김승찬,우리든든내과의원,로수젯정10/5밀리그램,110863.63636363635
김승찬,최윤건내과의원,로수젯정10/5밀리그램,413890.90909090906
김승찬,비전튼튼연합의원,로수젯정10/5밀리그램,22172.727272727272
김승찬,튼튼소아청소년과의원,로수젯정10/5밀리그램,22172.727272727272
김승찬,계현정형외과의원(방문),로수젯정10/5밀리그램,0.0
김승찬,연세원내과의원,로수젯정10/5밀리그램,199554.54545454544
김승찬,연세허브가정의학과의원,로수젯정10/5밀리그램,110863.63636363635
김승찬,연세로이외과의원,로수젯정10/5밀리그램,55431.81818181818
김승찬,속편한내과의원(방문),로수젯정10/5밀리그램,110863.63636363635
김승찬,최규호의원,로수젯정10/5밀리그램,133036.36363636365
김승찬,서울강남내과의원,로수젯정10/5밀리그램,199554.54545454544
김승찬,하나정신과의원,로수젯정10/20밀리그램,0.0
김승찬,굿모닝내과의원,로수젯정10/20밀리그램,0.0
김승찬,속편한내과의원(방문),로수젯정10/20밀리그램,62563.63636363636
김승찬,비전조은내과의원,로수젯정10/20밀리그램,125127.27272727272
김승찬,연세로이외과의원,로수젯정10/20밀리그램,0.0
김승찬,우리든든내과의원,로수젯정10/20밀리그램,31281.81818181818
김승찬,연세원내과의원,로수젯정10/20밀리그램,31281.81818181818
김승찬,평택시민의료소비자생활협동조합 시민의원,로수젯정10/20밀리그램,0.0
김승찬,서울탑내과의원,로수젯정10/20밀리그램,31281.81818181818
김승찬,최규호의원,로수젯정10/20밀리그램,93845.45454545454
김승찬,건강한내과의원,로수젯정10/20밀리그램,0.0
김승찬,서정성세의원,로수젯정10/20밀리그램,0.0
김승찬,튼튼소아청소년과의원,로수젯정10/20밀리그램,0.0
김승찬,우리든든내과의원,로수젯정10/10밀리그램,0.0
김승찬,속편한내과의원(방문),로수젯정10/10밀리그램,93027.27272727272
김승찬,평택사랑외과의원,로수젯정10/10밀리그램,31009.090909090908
김승찬,비전의원,로수젯정10/10밀리그램,0.0
김승찬,서울강남내과의원,로수젯정10/10밀리그램,310090.90909090906
김승찬,연세로이외과의원,로수젯정10/10밀리그램,0.0
김승찬,비전조은내과의원,로수젯정10/10밀리그램,341100.0
김승찬,연세허브가정의학과의원,로수젯정10/10밀리그램,0.0
김승찬,하나정신과의원,로수젯정10/10밀리그램,31009.090909090908
김승찬,이외과의원,로수젯정10/10밀리그램,0.0
김승찬,굿모닝내과의원,로수젯정10/10밀리그램,868254.5454545454
김승찬,평택시민의료소비자생활협동조합 시민의원,로수젯정10/10밀리그램,0.0
김승찬,삼성드림소아청소년과의원,로수젯정10/10밀리그램,0.0
김승찬,고은맘소아청소년과의원(방문),로수젯정10/10밀리그램,0.0
김승찬,복음내과,로수젯정10/10밀리그램,93027.27272727272
김승찬,서울탑내과의원,로수젯정10/10밀리그램,217063.6363636364
김승찬,비전튼튼연합의원,로수젯정10/10밀리그램,0.0
김승찬,튼튼소아청소년과의원,로수젯정10/10밀리그램,124036.36363636365
김승찬,평택연세내과의원,로수젯정10/10밀리그램,62018.181818181816
김승찬,안준석마취통증의학과의원,로수젯정10/10밀리그램,62018.181818181816
김승찬,이동석내과의원,로수젯정10/10밀리그램,0.0
김승찬,연세원내과의원,로수젯정10/10밀리그램,103363.63636363635
김승찬,서정성세의원,로수젯정10/10밀리그램,31009.090909090908
김승찬,건강한내과의원,로수젯정10/10밀리그램,62018.181818181816
김승찬,김주호내과,로수젯정10/10밀리그램,155045.45454545453
김승찬,으랏차정형외과의원,로수젯정10/10밀리그램,0.0
김승찬,연세누리소아청소년과의원,로수젯정10/10밀리그램,62018.181818181816
김승찬,한마음의원,로수젯정10/10밀리그램,0.0
김승찬,굿모닝내과의원,로수젯정10/2.5밀리그램,250560.9090909091
김승찬,서울강남내과의원,로수젯정10/2.5밀리그램,69638.18181818181
김승찬,비전조은내과의원,로수젯정10/2.5밀리그램,40963.63636363636
김승찬,서정성세의원,로수젯정10/2.5밀리그램,0.0
김승찬,성모사랑내과의원,로수젯정10/2.5밀리그램,40963.63636363636
김승찬,고은맘소아청소년과의원(방문),로수젯정10/2.5밀리그램,0.0
김승찬,최윤건내과의원,로수젯정10/2.5밀리그램,68272.72727272726
김승찬,연세원내과의원,로수젯정10/2.5밀리그램,20481.81818181818
김승찬,서재서울이비인후과의원(방문),로수젯정10/2.5밀리그램,20481.81818181818
김승현B,관절사랑정형외과,로수젯정10/5밀리그램,0.0
김승현B,이내과의원,로수젯정10/5밀리그램,33259.090909090904
김승현B,이황가정의원,로수젯정10/5밀리그램,44345.45454545455
김승현B,행복한연세가정의학과의원,로수젯정10/5밀리그램,598663.6363636364
김승현B,세란연합의원,로수젯정10/5밀리그램,22172.727272727272
김승현B,다산연세이비인후과의원,로수젯정10/5밀리그램,66518.18181818181
김승현B,한사랑의원,로수젯정10/5밀리그램,0.0
김승현B,다산민내과의원,로수젯정10/5밀리그램,133036.36363636365
김승현B,한림의원(방문),로수젯정10/5밀리그램,44345.45454545455
김승현B,바른아산내과의원,로수젯정10/5밀리그램,1515136.3636363635
김승현B,권오윤내과의원,로수젯정10/5밀리그램,343056.4363636364
김승현B,다산재활의학과의원,로수젯정10/5밀리그램,66518.18181818181
김승현B,강남마디튼튼의원,로수젯정10/5밀리그램,0.0
김승현B,라솜메디칼의원,로수젯정10/5밀리그램,0.0
김승현B,이명기내과의원,로수젯정10/5밀리그램,0.0
김승현B,다산수내과의원,로수젯정10/5밀리그램,66518.18181818181
김승현B,다산연합의원,로수젯정10/5밀리그램,317809.0909090909
김승현B,연세별가람소아청소년과의원(방문),로수젯정10/5밀리그램,0.0
김승현B,다산정내과의원,로수젯정10/5밀리그램,44345.45454545455
김승현B,새롬연합의원,로수젯정10/5밀리그램,44345.45454545455
김승현B,삼성키즈소아청소년과의원,로수젯정10/5밀리그램,0.0
김승현B,다산하나이비인후과의원,로수젯정10/5밀리그램,0.0
김승현B,신통정형외과의원,로수젯정10/5밀리그램,0.0
김승현B,프라임내과,로수젯정10/5밀리그램,44345.45454545455
김승현B,편한의원,로수젯정10/5밀리그램,66518.18181818181
김승현B,열린메디칼의원,로수젯정10/5밀리그램,22172.727272727272
김승현B,권오윤내과의원,로수젯정10/20밀리그램,0.0
김승현B,다산연합의원,로수젯정10/20밀리그램,62563.63636363636
김승현B,관절사랑정형외과,로수젯정10/20밀리그램,47423.23636363636
김승현B,다산수내과의원,로수젯정10/20밀리그램,0.0
김승현B,다산연세이비인후과의원,로수젯정10/20밀리그램,93845.45454545454
김승현B,이황가정의원,로수젯정10/20밀리그램,93845.45454545454
김승현B,바른아산내과의원,로수젯정10/20밀리그램,0.0
김승현B,오남제일의원,로수젯정10/20밀리그램,31281.81818181818
김승현B,다산정내과의원,로수젯정10/10밀리그램,62018.181818181816
김승현B,프라임내과,로수젯정10/10밀리그램,155045.45454545453
김승현B,관절사랑정형외과,로수젯정10/10밀리그램,70514.67272727273
김승현B,권오윤내과의원,로수젯정10/10밀리그램,89957.37272727273
김승현B,이황가정의원,로수젯정10/10밀리그램,0.0
김승현B,강남마디튼튼의원,로수젯정10/10밀리그램,0.0
김승현B,다산연합의원,로수젯정10/10밀리그램,237736.36363636365
김승현B,바른아산내과의원,로수젯정10/10밀리그램,558163.6363636364
김승현B,별내우리내과의원,로수젯정10/10밀리그램,0.0
김승현B,다산재활의학과의원,로수젯정10/10밀리그램,93027.27272727272
김승현B,다산연세이비인후과의원,로수젯정10/10밀리그램,0.0
김승현B,이내과의원,로수젯정10/10밀리그램,0.0
김승현B,신통정형외과의원,로수젯정10/10밀리그램,0.0
김승현B,다산민내과의원,로수젯정10/10밀리그램,0.0
김승현B,열린메디칼의원,로수젯정10/10밀리그램,155045.45454545453
김승현B,별내박내과의원,로수젯정10/10밀리그램,0.0
김승현B,행복한연세가정의학과의원,로수젯정10/10밀리그램,62018.181818181816
김승현B,세란연합의원,로수젯정10/10밀리그램,31009.090909090908
김승현B,아쥬르의원,로수젯정10/10밀리그램,31009.090909090908
김승현B,새롬연합의원,로수젯정10/10밀리그램,0.0
김승현B,참조은의원,로수젯정10/10밀리그램,31009.090909090908
김승현B,한림의원(방문),로수젯정10/10밀리그램,0.0
김승현B,라솜메디칼의원,로수젯정10/10밀리그램,31009.090909090908
김승현B,오남제일의원,로수젯정10/10밀리그램,0.0
김승현B,행복한연세가정의학과의원,로수젯정10/2.5밀리그램,0.0
김승현B,권오윤내과의원,로수젯정10/2.5밀리그램,138641.42727272728
김승현B,다산정내과의원,로수젯정10/2.5밀리그램,40963.63636363636
